School_Year,Route_Number,Service_Type,Vehicle_TypeDescription,Route_Start_Date,Vendor_Code,Vendor_Name,Vendor_Affiliation,Garage _Street_Address,Garage_City,Garage_State,Garage_Zip,XCoordinates,YCoordinates
2018-2019,Q9559,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q956,D2D,Mini-Wagon,43382,LB,LITTLE RICHIE BUS SERVICE,"LITTLE LINDA BUS CO.,INC.",97-14 Atlantic Avenue,Ozone Park,NY,11416,1027170,190362
2018-2019,Q9560,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9561,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9562,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9563,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9564,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9565,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9566,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9567,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9568,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9569,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q957,D2D,Mini-Wagon,10/29/2018,LB,LITTLE RICHIE BUS SERVICE,"LITTLE LINDA BUS CO.,INC.",145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9570,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9571,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9572,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9573,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9574,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9575,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9576,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9577,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9578,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9579,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q958,D2D,Mini-Wagon,43199,LB,LITTLE RICHIE BUS SERVICE,"LITTLE LINDA BUS CO.,INC.",145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9580,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9581,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9585,S2S PM,Standard Bus (GE),43229,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9586,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9587,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9588,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9589,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q959,D2D,Mini-Wagon,43229,LB,LITTLE RICHIE BUS SERVICE,"LITTLE LINDA BUS CO.,INC.",97-14 Atlantic Avenue,Ozone Park,NY,11416,1027170,190362
2018-2019,Q9590,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9591,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9592,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9593,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9594,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9595,S2S PM,Standard Bus (GE),43199,LG,LOGAN BUS COMPANY INC.,"LITTLE LINDA BUS CO.,INC.",145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9596,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9597,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9598,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9599,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q960,D2D,Mini-Wagon,43229,AP,HOYT TRANSPORTATION CORP.,HOYT TRANSPORTATION CORP.,1271 RANDALL AVENUE,Bronx,NY,10474,1015486,235142
2018-2019,Q9600,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9601,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9602,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9582,S2S PM,Standard Bus (GE),43229,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9584,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9603,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9604,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9605,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9606,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9607,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9608,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9609,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q961,D2D,Mini-Wagon,10/23/2018,AP,HOYT TRANSPORTATION CORP.,HOYT TRANSPORTATION CORP.,1271 RANDALL AVENUE,Bronx,NY,10474,1015486,235142
2018-2019,Q9610,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9611,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9612,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9613,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9614,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9615,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9616,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9617,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9618,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9619,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9620,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9621,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9622,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9623,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9624,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9625,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9626,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9627,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9628,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9629,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9630,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9631,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9632,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9633,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9634,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9635,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9636,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9637,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9638,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9639,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9640,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9641,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9642,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9643,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9644,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9645,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9646,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9647,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9648,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9649,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9650,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9651,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9652,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9653,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9654,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9655,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9657,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9658,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9659,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9660,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9661,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9662,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9663,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9664,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9665,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9666,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9667,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9668,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9669,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q967,D2D,Type A or B Flex Vehicle,43199,BO,"BORO TRANSIT, INC.","BORO TRANSIT, INC.",154 Sheffield Avenue,Brooklyn,NY,11207,1012729,184710
2018-2019,Q9670,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9671,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9672,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9673,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9674,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9676,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9677,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9678,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9679,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q968,D2D,Mini-Wagon,43385,ZF,SAFE COACH INC. (B2321),SAFE COACH INC. (B2321),1978 Rockaway Parkway,Brooklyn,NY,11236,1014617,170494
2018-2019,Q9680,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9681,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9682,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9683,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9684,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9685,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9686,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9687,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q977,D2D,Ramp-Wagon,03/20/2019,AP,HOYT TRANSPORTATION CORP.,HOYT TRANSPORTATION CORP.,97-14 Atlantic Avenue,Ozone Park,NY,11416,1027170,190362
2018-2019,Q9688,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9689,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9690,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9691,S2S PM,Standard Bus (GE),43199,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
